Name	Set	ImageFile	Type	Clan	Group	Capacity	Discipline	PoolCost	BloodCost	Text	Rarity
Darkness Within	HttB	darknesswithin	Combat				obt		1	Only usable before range is determined. A vampire can play only one Darkness Within each combat. [obt] Put this card in play. Move 1 blood or life from the opposing minion to this card even at long range each round this combat during normal strike resolution. After combat ends, move half the blood rounded up from this card to this vampire and burn this card. [OBT] As above, with 1 optional maneuver.	SW:U, Third:U, HttB:PKia2, POD:DTC
Darksight	Third	darksight	Reaction				obt		1	[obt] +1 intercept. [OBT] As above, and if this vampire blocks, put this card on the acting minion. The attached minion gets -1 stealth when bleeding this reacting vampire's controller. Any minion can burn this card as a +1 stealth action.	SW:C/PL2, Third:C, POD:DTC
Dartmoor, England	DS	dartmoorengland	Equipment						2	This equipment card represents a location and does not count as equipment while in play. Unique. The vampire with this location gets +1 stealth on any action requiring Animalism [ani] or Protean [pro].	DS:C2
Dauntain Black Magician	Third	dauntainblackmagician	Ally	Malkavian antitribu				3		Changeling with 4 life. 3 strength, 0 bleed. Dauntain Black Magician can move a master discipline card from any vampire to a vampire you control as a (D) action. The Black Magician can burn himself and a Tremere antitribu controlled by your predator as a (D) action.	Sabbat:R, Third:R
Dawn Operation	HttB	dawnoperation	Action Modifier				for			[for] If this action is blocked, all damage inflicted to vampires in the resulting combat is aggravated. Any vampire attempting to block may now choose not to block. [FOR] As above, but vampires attempting to block cannot back out.	Jyhad:U, VTES:U, CE:U, Anarchs:PG2, LoB:PA2, KoT:U, HttB:PSal2
Day Operation	KoT	dayoperation	Action Modifier				for		1	[for] Only usable as the action is announced. Vampires cannot block this action. The acting vampire goes to torpor after resolving the action. [FOR] As above, but usable if a minion is attempting to block.	Jyhad:R, VTES:R, CE:R, KoT:R
Dead Hand	KMW	deadhand	Combat				nec			[nec] Strike: hand strike at +1 damage. [NEC] As above, and the damage from this strike cannot be prevented by cards requiring Fortitude [for].	KMW:C, POD:DTC
Dead-End Alley	Anarchs	deadendalley	Combat							Press, only usable to continue combat.	Jyhad:C, VTES:C, SW:PT, FN:PR, CE:C, Anarchs:PAG2
Deadliest Sin, The	AH	deadliestsinthe	Reaction							Requires a ready vampire. Only usable when a vampire attempts to commit diablerie. This reacting vampire gets +2 intercept. If this vampire successfully blocks and combat occurs, this reacting vampire gets +2 strength until the end of combat.	AH:U5
Deal with the Devil	Tenth	dealwiththedevil	Master							Master. Discard your hand and draw a new one. Do not replace this card until after you discard your hand.	Jyhad:C, VTES:C, Tenth:B
Death of My Conscience, The	LoB	deathofmyconsciencethe	Combat				pot		3	Requires a vampire with a capacity above 5. Do not replace until after combat. Play before strikes are chosen. [pot] Burn up to four cards in your hand. For each card you burn this way, this vampire gets +1 strength for the remainder of combat. Do not replace these cards until after combat. [POT] As above, but this vampire gets +2 strength for the remainder of combat for each card you burn this way.	AH:U5, FN:PG, LoB:PG
Death of the Drum	LoB	deathofthedrum	Combat				mel/cel		1	Only usable at long range. [cel]: Strike: 1R damage. [mel]: Strike: 2R damage, only preventable by cards that require Fortitude [for] or Visceratika [vis]. [MEL]: As [mel] above, and the damage is aggravated.	LoB:C
Death Pact	AH	deathpact	Action				nec		1	This card is an action card that becomes a retainer card. +1 stealth action. [nec] (D) Put this card on a ready vampire. If that vampire is burned, put this card on the vampire who brought this card into play. This card then represents a wraith retainer with 2 life. Once each combat, the vampire with this retainer may treat one aggravated damage inflicted on him or her as normal. [NEC] As above, but the retainer has 3 life.	AH:V3
Death Seeker	HttB	deathseeker	Combat	Salubri antitribu					1	A vampire can play only one Death Seeker each round. Cancel a combat card played by the opposing minion as it is played, and its cost is not paid.	HttB:C/B2/PSal2
Decapitate	Third	decapitate	Combat				pot		2	[pot] Strike: hand strike or use a melee weapon strike. This strike is at +2 damage. [POT] Only usable when the opposing vampire is going into torpor; not usable by a vampire being burned or going into torpor. Burn the opposing vampire instead of sending that vampire to torpor.	Sabbat:U, SW:PB, Third:U
Decompose	HttB	decompose	Action				thn			+1 stealth action. [thn] (D) Put this card on any minion. The attached minion gets -1 stealth on non-hunt actions and cannot use additional strikes. During their unlock phase, the attached minion can burn 2 blood or life to burn this card. [THN] As [thn] above, and presses cost the attached minion 1 additional blood or life to use.	HttB:R/A2
Deed the Heart's Desire	LotN	deedtheheartsdesire	Action Modifier				qui		1	Only usable as the action is announced. [qui] Choose a younger vampire. The chosen vampire cannot block this action. [QUI] As above, and the chosen vampire cannot play reaction cards during this action.	BH:C, LotN:PA2, POD:DTC
Deep Cover Agent	BH	deepcoveragent	Action							+1 stealth action. Requires a ready Seraph. Unique. (D) Put this card on a younger ready vampire. You still control this card. During your unlock phase, you may look at this vampire's controller's hand. This vampire can burn this card as a (D) action.	BH:R
Deep Ecology	V5A	deepecology	Reaction				ani/for/pro			Requires an Anarch. [ani] Only usable during an action directed at you (or a card you control). +2 intercept. [for] Reduce a bleed against you by 2. [pro] Only usable by a locked vampire. This vampire burns 1 blood to unlock.	V5A:PG6
Deep Song	NB	deepsong	Action				ani			[ani] (D) Bleed with +1 bleed. [ANI] Frenzy. (D) Enter combat with and lock a vampire. The target vampire is considered the acting minion during that combat.	KoT:C/A2, HttB:PSam2, Anthology:4, SP:DoF4, V5:PN6, V5A:PG6, NB:PN3
Deer Rifle	Third	deerrifle	Equipment					2		Weapon: gun. 1R damage each strike, with two optional maneuvers each combat.	Jyhad:C, VTES:C, CE:U, Third:PM
Defender of the Haven	HttB	defenderofthehaven	Action	Tremere/Tremere antitribu					1	+1 stealth action. Put this card on a slave Gargoyle with a capacity above 4. This Gargoyle gets +2 intercept against (D) actions. A Gargoyle can have only one Defender of the Haven.	BL:R1, LoB:R, HttB:PGar
Deflection	NB	deflection	Reaction				dom		1	Only usable if a minion is bleeding you, after blocks are declined. [dom] Lock this reacting vampire. Change the target of the bleed to another Methuselah other than the acting minion's controller (that Methuselah can attempt to block). [DOM] As above, but do not lock this vampire.	Jyhad:C, VTES:C, SW:PV2, FN:PG2, CE:C/PTr3, BH:PTr4, HttB:PGar4, SP:PoS4/PwN3, 25th:6, FB:PV4, V5:PM5/PTr4/PV6, NB:PM2/PV4
Delaying Tactics	V5A	delayingtactics	Reaction						1	Only usable during the polling step of a political action. Cancel the referendum. Unlock the acting vampire. If a political action card was played to call this referendum, return it to its owner's hand (discard down afterward). Minions controlled by the acting Methuselah cannot perform the same political action again this turn.	Jyhad:U, VTES:U, CE:U/PN, Third:U, KoT:U, SP:LB2/PwN2, V5A:PB2
Delivery Truck	KoT	deliverytruck	Equipment							Vehicle. During your master phase, you may show a non-location equipment card from your hand to the other players and place it face down on the Delivery Truck if it doesn't already have one. You may look at the card at any time. Any minion you control may equip that card (face up) as a +1 stealth action (requirements and cost apply as normal). A minion may have only one vehicle.	Anarchs:R, KoT:R
Dementation	KoT	dementation	Master							Master: Discipline. Put this card on a vampire. This vampire gains 1 level of Dementation [dem]. Capacity increases by 1: the vampire is one generation older. Cannot be placed on a vampire with superior Dementation [DEM].	Sabbat:C, SW:C, CE:C/PM2, Third:PM/SKM1, KoT:PM
Demonstration	Third	demonstration	Master	Ventrue antitribu				1		Unique master. Put this card in play. Lock to cancel the votes and ballots of any vampire during the referendum of a political action.	Sabbat:U, SW:PV, Third:U
Denial of Aphrodite's Favor	BL	denialofaphroditesfavor	Combat/Reaction				dom & for			[dom][for] Cancel an action card a younger vampire plays that requires Presence [pre] as it is played. No cost is paid. Do not lock the acting vampire; that vampire cannot attempt the same action again this turn. [DOM][FOR] Cancel an action modifier or combat card a younger vampire plays that requires Presence [pre] as it is played. No cost is paid.	BL:R1
Deny	KoT	deny	Action Modifier/Combat				dem			[dem] [COMBAT] Press. [DEM] [ACTION MODIFIER] +1 stealth.	FN:R2, BH:PM, Third:PM, KoT:PM2
Deploy the Hand	Third	deploythehand	Political Action							Requires a ready archbishop, cardinal or regent. Choose one or more Methuselahs who do not have a target counter. Successful referendum means each chosen Methuselah gets a target counter. During his or her unlock phase, a Methuselah with a target counter chooses one of his or her ready minions, who takes 2 unpreventable damage. A Methuselah may burn the Edge to burn his or her target counter.	BH:C/PTo, Third:C
Depravity	HttB	depravity	Master					1		Unique master. Put this card on a ready vampire you control. This vampire has +1 strength, and he or she gets +1 stealth on diablerie actions. He or she cannot recruit allies or employ retainers.	AH:V3, FN:PG, KMW:PAl, Third:U, HttB:PGar
Derange	Third	derange	Action	Malkavian/Malkavian antitribu						This is a +1 stealth action. (D) Put this card on a younger vampire. The vampire with this card is considered to be the same clan as the acting vampire. The vampire with this card does not unlock as normal. During his or her controller's unlock phase, he or she may burn 1 blood to unlock. The vampire with this card may move it to another vampire as a (D) action. This card cannot be placed on a Malkavian or Malkavian antitribu.	Sabbat:R, CE:R, Third:R
